row_id,row_code,study_year,study_country,study_continent,page_id,page_link,author_id,affiliation_text,affiliation_country,affiliation_type,affiliation_continent,uniqueauthor,lead_author
130,Africa4,2015,Namibia,Africa,7982,https://www.conservationevidence.com/individual-study/7982,3,"Ongava Research Centre, P.O. Box 640, Outjo, Namibia",Namibia,Private,Africa,7982 3,0
131,Africa4,2015,Namibia,Africa,7982,https://www.conservationevidence.com/individual-study/7982,4,"N/a’an ku sê Research Programme, P.O. Box 99292, Windhoek, Namibia",Namibia,NGO,Africa,7982 4,0
132,Africa4,2015,Namibia,Africa,7982,https://www.conservationevidence.com/individual-study/7982,5,"N/a’an ku sê Research Programme, P.O. Box 99292, Windhoek, Namibia",Namibia,NGO,Africa,7982 5,0
133,Africa4,2015,Namibia,Africa,7982,https://www.conservationevidence.com/individual-study/7982,6,"Ongava Research Centre, P.O. Box 640, Outjo, Namibia",Namibia,Private,Africa,7982 6,0
134,Africa4,2015,Namibia,Africa,7982,https://www.conservationevidence.com/individual-study/7982,7,"Cheetah Conservation Fund, P.O. Box 1755, Otjiwarongo, Namibia",Namibia,NGO,Africa,7982 7,0
135,Africa4,2015,Namibia,Africa,7982,https://www.conservationevidence.com/individual-study/7982,8,"Department of Environmental Conservation, University of Massachusetts, 160 Holdsworth Way, Amherst, MA, 01003, USA",USA,University,North America,7982 8,1
136,Africa40,2009,South Africa,Africa,7040,https://www.conservationevidence.com/individual-study/7040,1,"Elwandle Node, South African Environmental Observation Network (SAEON) , Private Bag 1015, Grahamstown , 6140 , South Africa",South Africa,NGO,Africa,7040 1,1
137,Africa40,2009,South Africa,Africa,7040,https://www.conservationevidence.com/individual-study/7040,2,"Marine and Coastal Management, Department of Environmental Affairs , Private Bag X2, Rogge Bay , 8012 , South Africa",South Africa,Government,Africa,7040 2,0
138,Africa40,2009,South Africa,Africa,7040,https://www.conservationevidence.com/individual-study/7040,3,"Marine Research Institute, Department of Zoology , University of Cape Town , Private Bag X3, Rondebosch , 7700 , South Africa",South Africa,University,Africa,7040 3,0
139,Africa40,2009,South Africa,Africa,7040,https://www.conservationevidence.com/individual-study/7040,4,"Department of Ichthyology and Fisheries Science , Rhodes University , PO Box 94, Grahamstown , 6140 , South Africa",South Africa,University,Africa,7040 4,1
140,Africa41,2017,Tanzania,Africa,8093,https://www.conservationevidence.com/individual-study/8093,1,"Department of Animal Ecology, Evolutionary Biology Centre, Uppsala University, Norbyvägen 18D, SE-752 36 Uppsala, Sweden",Sweden,University,Europe,8093 1,1
141,Africa41,2017,Tanzania,Africa,8093,https://www.conservationevidence.com/individual-study/8093,2,"UNEP–WCMC, Cambridge, UK, and CMEC, The Natural History Museum, University of Copenhagen, Denmark",UK,NGO,Europe,8093 2,0
142,Africa41,2017,Tanzania,Africa,8093,https://www.conservationevidence.com/individual-study/8093,3,"Department of Food and Resource Economics, University of Copenhagen, Frederiksberg, Denmark",Denmark,University,Europe,8093 3,0
143,Africa41,2017,Tanzania,Africa,8093,https://www.conservationevidence.com/individual-study/8093,4,"Department of Wildlife Management, Sokoine University of Agriculture, Morogoro, Tanzania",Tanzania,University,Africa,8093 4,0
144,Africa41,2017,Tanzania,Africa,8093,https://www.conservationevidence.com/individual-study/8093,5,"Department of Civil, Environmental and Mechanical Engineering, University of Trento, Trento, Italy",Italy,University,Europe,8093 5,0
145,Africa41,2017,Tanzania,Africa,8093,https://www.conservationevidence.com/individual-study/8093,6,"Tropical Biodiversity Section, MUSE—Museo delle Scienze, Trento, Italy",Italy,NGO,Europe,8093 6,1
146,Africa42,2009,Kenya,Africa,1427,https://www.conservationevidence.com/individual-study/1427,1,"Wildlife Conservation Research Unit, Department of Zoology, University of Oxford, Tubney House, Abingdon Road, Tubney, Abingdon, Oxfordshire OX13 5QL, UK",UK,University,Europe,1427 1,1
147,Africa42,2009,Kenya,Africa,1427,https://www.conservationevidence.com/individual-study/1427,2,"School of Biological Sciences, University of Bristol, Woodland Road, Bristol BS8 1UG, UK",UK,University,Europe,1427 2,0
148,Africa42,2009,Kenya,Africa,1427,https://www.conservationevidence.com/individual-study/1427,3,"Wildlife Conservation Research Unit, Department of Zoology, University of Oxford, Tubney House, Abingdon Road, Tubney, Abingdon, Oxfordshire OX13 5QL, UK",UK,University,Europe,1427 3,0
149,Africa42,2009,Kenya,Africa,1427,https://www.conservationevidence.com/individual-study/1427,4,"Living with Lions, Wildlife Conservation Society, 2300 Southern Blvd. Bronx, NY 10467, USA",USA,NGO,North America,1427 4,1
150,Africa43,2015,Tanzania,Africa,6881,https://www.conservationevidence.com/individual-study/6881,1,"Institute of Experimental Ecology, University of Ulm, Albert-Einstein-Allee 11, 89069 Ulm, Germany",Germany,University,Europe,6881 1,1
151,Africa43,2015,Tanzania,Africa,6881,https://www.conservationevidence.com/individual-study/6881,2,"Biodiversity and Climate Research Centre (BiK-F), Senckenberganlage 25, 60325 Frankfurt am Main, Germany",Germany,NGO,Europe,6881 2,0
152,Africa43,2015,Tanzania,Africa,6881,https://www.conservationevidence.com/individual-study/6881,3,"Biodiversity and Climate Research Centre (BiK-F), Senckenberganlage 25, 60325 Frankfurt am Main, Germany",Germany,NGO,Europe,6881 3,0
153,Africa43,2015,Tanzania,Africa,6881,https://www.conservationevidence.com/individual-study/6881,4,"Institute of Experimental Ecology, University of Ulm, Albert-Einstein-Allee 11, 89069 Ulm, Germany",Germany,University,Europe,6881 4,0
154,Africa43,2015,Tanzania,Africa,6881,https://www.conservationevidence.com/individual-study/6881,5,"Department of Zoology and Wildlife Conservation, University of Dar es Salaam, PO Box 35064 Dar es Salaam, Tanzania",Tanzania,University,Africa,6881 5,0
155,Africa43,2015,Tanzania,Africa,6881,https://www.conservationevidence.com/individual-study/6881,6,"Institute of Experimental Ecology, University of Ulm, Albert-Einstein-Allee 11, 89069 Ulm, Germany",Germany,University,Europe,6881 6,1
156,Africa44,2009,Madagascar,Africa,6357,https://www.conservationevidence.com/individual-study/6357,1,"Department of Biological Anthropology and Paleontology, Faculty of Sciences, P.O. 906, University of Antananarivo, Madagascar",Madagascar,University,Africa,6357 1,1
157,Africa44,2009,Madagascar,Africa,6357,https://www.conservationevidence.com/individual-study/6357,2,"Department of Biological Anthropology and Paleontology, Faculty of Sciences, P.O. 906, University of Antananarivo, Madagascar",Madagascar,University,Africa,6357 2,0
158,Africa44,2009,Madagascar,Africa,6357,https://www.conservationevidence.com/individual-study/6357,3,"2Center for Conservation and Research, Omaha’s
Henry Doorly Zoo, 3701 South 10th Street, Omaha, NE
68107, USA",USA,NGO,North America,6357 3,0
159,Africa44,2009,Madagascar,Africa,6357,https://www.conservationevidence.com/individual-study/6357,4,"Andasibe-Mantadia National Park, Madagascar National Parks, Andasibe, Madagascar",Madagascar,Government,Africa,6357 4,0
160,Africa44,2009,Madagascar,Africa,6357,https://www.conservationevidence.com/individual-study/6357,5,"Andasibe-Mantadia National Park, Madagascar National Parks, Andasibe, Madagascar",Madagascar,Government,Africa,6357 5,0
161,Africa44,2009,Madagascar,Africa,6357,https://www.conservationevidence.com/individual-study/6357,6,"Department of Botany and Ecology, Faculty of Sciences, P.O. 906, University of Antananarivo, Madagascar",Madagascar,University,Africa,6357 6,0
162,Africa44,2009,Madagascar,Africa,6357,https://www.conservationevidence.com/individual-study/6357,7,"Department of Biological Anthropology and Paleontology, Faculty of Sciences, P.O. 906, University of Antananarivo, Madagascar",Madagascar,University,Africa,6357 7,0
163,Africa44,2009,Madagascar,Africa,6357,https://www.conservationevidence.com/individual-study/6357,8,"2Center for Conservation and Research, Omaha’s
Henry Doorly Zoo, 3701 South 10th Street, Omaha, NE
68107, USA",USA,NGO,North America,6357 8,1
164,Africa45,2012,Kenya,Africa,6363,https://www.conservationevidence.com/individual-study/6363,1,"Department of Anthropology, California State University Fullerton, Fullerton, CA",USA,University,North America,6363 1,1
165,Africa45,2012,Kenya,Africa,6363,https://www.conservationevidence.com/individual-study/6363,2,"Department of Anthropology, California State University Fullerton, Fullerton, CA",USA,University,North America,6363 2,0
166,Africa45,2012,Kenya,Africa,6363,https://www.conservationevidence.com/individual-study/6363,3,"Kakamega Environmental Education Program, Isecheno, Kenya",Kenya,NGO,Africa,6363 3,0
167,Africa45,2012,Kenya,Africa,6363,https://www.conservationevidence.com/individual-study/6363,4,"Kakamega Environmental Education Program, Isecheno, Kenya",Kenya,NGO,Africa,6363 4,0
168,Africa45,2012,Kenya,Africa,6363,https://www.conservationevidence.com/individual-study/6363,5,"Department of Anthropology, California State University Fullerton, Fullerton, CA",USA,University,North America,6363 5,0
169,Africa45,2012,Kenya,Africa,6363,https://www.conservationevidence.com/individual-study/6363,6,"Department of Ecology, Evolution, and Environmental Biology, Columbia University, New York, New York",USA,University,North America,6363 6,1
170,Africa46,2013,South Africa,Africa,7623,https://www.conservationevidence.com/individual-study/7623,1,"Centre for Wildlife Management, Hatfield Experimental Farm, University of Pretoria, Pretoria, South Africa",South Africa,University,Africa,7623 1,1
171,Africa46,2013,South Africa,Africa,7623,https://www.conservationevidence.com/individual-study/7623,2,"Centre for Wildlife Management, Hatfield Experimental Farm, University of Pretoria, Pretoria, South Africa",South Africa,University,Africa,7623 2,0
172,Africa46,2013,South Africa,Africa,7623,https://www.conservationevidence.com/individual-study/7623,3,"Mammal Research Institute, Department of Zoology and Entomology, University of Pretoria, Pretoria, South Africa",South Africa,University,Africa,7623 3,1
173,Africa47,2013,Tanzania,Africa,7538,https://www.conservationevidence.com/individual-study/7538,1,"Department of Biology, Syracuse University, 107 College Place, Syracuse, NY, 13210 U.S.A",USA,University,North America,7538 1,1
174,Africa47,2013,Tanzania,Africa,7538,https://www.conservationevidence.com/individual-study/7538,2,"Department of Biology, Syracuse University, 107 College Place, Syracuse, NY, 13210 U.S.A",USA,University,North America,7538 2,1
175,Africa48,2016,Namibia,Africa,7810,https://www.conservationevidence.com/individual-study/7810,1,"Department of Zoology, Centre for African Conservation Ecology, Nelson Mandela Metropolitan University, South Africa.",South Africa,University,Africa,7810 1,1
176,Africa48,2016,Namibia,Africa,7810,https://www.conservationevidence.com/individual-study/7810,2,"Department of Zoology, Centre for African Conservation Ecology, Nelson Mandela Metropolitan University, South Africa.",South Africa,University,Africa,7810 2,0
177,Africa48,2016,Namibia,Africa,7810,https://www.conservationevidence.com/individual-study/7810,3,"Cheetah Conservation Fund, Namibia",Namibia,NGO,Africa,7810 3,1
178,Africa49,2015,Ghana,Africa,7202,https://www.conservationevidence.com/individual-study/7202,1,"Disease Dynamics Unit, Department of Veterinary Medicine, University of Cambridge, Madingley Road, Cambridge, CB30ES, England, UK",UK,University,Europe,7202 1,1
179,Africa49,2015,Ghana,Africa,7202,https://www.conservationevidence.com/individual-study/7202,2,"Institute of Zoology, Zoological Society of London, Regent’s Park, London, NW1 4RY, England, UK",UK,NGO,Europe,7202 2,0
180,Africa49,2015,Ghana,Africa,7202,https://www.conservationevidence.com/individual-study/7202,3,"Center for African Wetlands, University of Ghana, P.O Box LG67, Legon, Accra, Ghana",Ghana,University,Africa,7202 3,0
181,Africa49,2015,Ghana,Africa,7202,https://www.conservationevidence.com/individual-study/7202,4,"Institute of Zoology, Zoological Society of London, Regent’s Park, London, NW1 4RY, England, UK",UK,NGO,Europe,7202 4,0
182,Africa49,2015,Ghana,Africa,7202,https://www.conservationevidence.com/individual-study/7202,5,"Disease Dynamics Unit, Department of Veterinary Medicine, University of Cambridge, Madingley Road, Cambridge, CB30ES, England, UK",UK,University,Europe,7202 5,0
183,Africa49,2015,Ghana,Africa,7202,https://www.conservationevidence.com/individual-study/7202,6,"Disease Dynamics Unit, Department of Veterinary Medicine, University of Cambridge, Madingley Road, Cambridge, CB30ES, England, UK",UK,University,Europe,7202 6,1
184,Africa5,2009,South Africa,Africa,7954,https://www.conservationevidence.com/individual-study/7954,1,"Program in Science and Society, Emory University, Atlanta, GA 30322, USA",USA,University,North America,7954 1,1
185,Africa5,2009,South Africa,Africa,7954,https://www.conservationevidence.com/individual-study/7954,2,"Department of Biological Applications and Technology, University of Ioannina, Greece",Greece,University,Europe,7954 2,0
186,Africa5,2009,South Africa,Africa,7954,https://www.conservationevidence.com/individual-study/7954,3,"Conservation Ecology Research Unit, University of Pretoria, South Africa",South Africa,University,Africa,7954 3,0
187,Africa5,2009,South Africa,Africa,7954,https://www.conservationevidence.com/individual-study/7954,4,"Conservation Ecology Research Unit, University of Pretoria, South Africa",South Africa,University,Africa,7954 4,1
188,Africa50,2013,Seychelles,Africa,7004,https://www.conservationevidence.com/individual-study/7004,1,"School of Marine Science and Technology, Newcastle University, Newcastle-upon-Tyne, UK",UK,University,Europe,7004 1,1
189,Africa50,2013,Seychelles,Africa,7004,https://www.conservationevidence.com/individual-study/7004,2,"Marine Science Program, Department of Environment and Conservation, Kensington, Australia",Australia,Government,Oceania,7004 2,0
190,Africa50,2013,Seychelles,Africa,7004,https://www.conservationevidence.com/individual-study/7004,3,"ARC Centre of Excellence for Coral Reef Studies, James Cook University, Townsville, Australia",Australia,University,Oceania,7004 3,0
191,Africa50,2013,Seychelles,Africa,7004,https://www.conservationevidence.com/individual-study/7004,4,"Australian Institute of Marine Science, UWA Oceans Institute (M096), Crawley, Australia
",Australia,University,Oceania,7004 4,0
192,Africa50,2013,Seychelles,Africa,7004,https://www.conservationevidence.com/individual-study/7004,5,"Seychelles Fishing Authority, Victoria, Mahé, Seychelles",Seychelles,Government,Africa,7004 5,0
193,Africa50,2013,Seychelles,Africa,7004,https://www.conservationevidence.com/individual-study/7004,6,"Nature Seychelles, The Centre for Environment and Education, Roche Caiman, Mahé, Seychelles",Seychelles,NGO,Africa,7004 6,0
194,Africa50,2013,Seychelles,Africa,7004,https://www.conservationevidence.com/individual-study/7004,7,"Seychelles National Parks Authority, Victoria, Mahé, Seychelles",Seychelles,Government,Africa,7004 7,0
195,Africa50,2013,Seychelles,Africa,7004,https://www.conservationevidence.com/individual-study/7004,8,"School of Marine Science and Technology, Newcastle University, Newcastle-upon-Tyne, UK",UK,University,Europe,7004 8,1
196,Africa6,2011,Kenya,Africa,7657,https://www.conservationevidence.com/individual-study/7657,1,"Save the Elephants, PO Box 54667, Nairobi 00200, Kenya",Kenya,NGO,Africa,7657 1,1
197,Africa6,2011,Kenya,Africa,7657,https://www.conservationevidence.com/individual-study/7657,2,"Save the Elephants, PO Box 54667, Nairobi 00200, Kenya",Kenya,NGO,Africa,7657 2,0
198,Africa6,2011,Kenya,Africa,7657,https://www.conservationevidence.com/individual-study/7657,3,"Save the Elephants, PO Box 54667, Nairobi 00200, Kenya",Kenya,NGO,Africa,7657 3,1
